code,jurisdiction,includes_jails,year,prisoner_count,crime_reporting_change,crimes_estimated,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,vehicle_theft,murder_manslaughter_per_capita_per_one_hundred_thousand,rape_legacy_per_capita_per_one_hundred_thousand,robbery_per_capita_per_one_hundred_thousand,agg_assault_per_capita_per_one_hundred_thousand,burglary_per_capita_per_one_hundred_thousand,larceny_per_capita_per_one_hundred_thousand,vehicle_theft_per_capita_per_one_hundred_thousand,prisoners_per_capita_per_one_hundred_thousand,total_crime,total_crime_per_capita_per_one_hundred_thousand
FL,FLORIDA,FALSE,2006,90377,FALSE,FALSE,18089888,129602,1129,6475,,34147,87851,721101,170873,473774,76454,6.24,35.79,188.76,485.64,944.58,2619,422.63,499.6,850703,4702.64
GA,GEORGIA,FALSE,2006,52792,FALSE,FALSE,9363941,44754,605,2169,,15511,26469,362712,85140,234445,43127,6.46,23.16,165.65,282.67,909.23,2503.7,460.56,563.78,407466,4351.44
HI,HAWAII,TRUE,2006,5510,FALSE,FALSE,1285498,3608,21,353,,1144,2090,54247,8724,37784,7739,1.63,27.46,88.99,162.58,678.65,2939.25,602.02,428.63,57855,4500.59
ID,IDAHO,FALSE,2006,6665,FALSE,FALSE,1466465,3666,35,611,,294,2726,35135,7545,25154,2436,2.39,41.66,20.05,185.89,514.5,1715.28,166.11,454.49,38801,2645.89
IL,ILLINOIS,FALSE,2006,45106,FALSE,TRUE,12831970,69498,780,4078,,23782,40858,387478,77259,272578,37641,6.08,31.78,185.33,318.41,602.08,2124.21,293.34,351.51,456976,3561.23
IN,INDIANA,FALSE,2006,24901,FALSE,FALSE,6313520,20303,361,1811,,7175,10956,217783,45538,150655,21590,5.72,28.68,113.65,173.53,721.28,2386.23,341.96,394.41,238086,3771.05
IA,IOWA,FALSE,2006,8838,FALSE,FALSE,2982085,8521,55,871,,1309,6286,84202,18160,60998,5044,1.84,29.21,43.9,210.79,608.97,2045.48,169.14,296.37,92723,3109.33
KS,KANSAS,FALSE,2006,8833,FALSE,FALSE,2764075,11960,125,1279,,1878,8678,104260,20086,75450,8724,4.52,46.27,67.94,313.96,726.68,2729.67,315.62,319.56,116220,4204.66
KY,KENTUCKY,FALSE,2006,15589,FALSE,FALSE,4206074,11361,173,1312,,3850,6026,109428,27867,72197,9364,4.11,31.19,91.53,143.27,662.54,1716.49,222.63,370.63,120789,2871.78
LA,LOUISIANA,FALSE,2006,20815,FALSE,FALSE,4287768,30923,555,1587,,5928,22853,174975,46703,112605,15667,12.94,37.01,138.25,532.98,1089.21,2626.19,365.39,485.45,205898,4801.99
ME,MAINE,FALSE,2006,2083,FALSE,FALSE,1321574,1533,23,341,,383,786,33658,6846,25465,1347,1.74,25.8,28.98,59.47,518.02,1926.87,101.92,157.62,35191,2662.81
MD,MARYLAND,FALSE,2006,22662,FALSE,FALSE,5615727,38111,546,1178,,14376,22011,195484,37459,127502,30523,9.72,20.98,256,391.95,667.04,2270.45,543.53,403.55,233595,4159.66
MA,MASSACHUSETTS,FALSE,2006,10773,FALSE,FALSE,6437193,32217,188,1771,,8080,22178,153943,35243,100725,17975,2.92,27.51,125.52,344.53,547.49,1564.73,279.24,167.36,186160,2891.94
MI,MICHIGAN,FALSE,2006,51515,FALSE,FALSE,10095643,56981,721,5347,,14229,36684,325594,76313,199183,50098,7.14,52.96,140.94,363.36,755.9,1972.96,496.23,510.27,382575,3789.51
MN,MINNESOTA,FALSE,2006,8814,FALSE,FALSE,5167101,16042,126,1645,,5441,8830,159276,30306,115693,13277,2.44,31.84,105.3,170.89,586.52,2239.03,256.95,170.58,175318,3392.97
MS,MISSISSIPPI,FALSE,2006,16384,FALSE,FALSE,2910540,9076,231,1039,,3259,4547,92853,27117,57406,8330,7.94,35.7,111.97,156.23,931.68,1972.35,286.2,562.92,101929,3502.06
MO,MISSOURI,FALSE,2006,30116,FALSE,FALSE,5842713,31897,369,1764,,7597,22167,224007,44734,153874,25399,6.32,30.19,130.03,379.4,765.64,2633.61,434.71,515.45,255904,4379.88
MT,MONTANA,FALSE,2006,2948,FALSE,FALSE,944632,3564,33,348,,233,2950,26986,3380,21659,1947,3.49,36.84,24.67,312.29,357.81,2292.85,206.11,312.08,30550,3234.06
NE,NEBRASKA,FALSE,2006,4399,FALSE,FALSE,1768331,5197,51,577,,1136,3433,59411,9535,44710,5166,2.88,32.63,64.24,194.14,539.21,2528.37,292.14,248.77,64608,3653.61
NV,NEVADA,FALSE,2006,12754,FALSE,FALSE,2495529,18687,226,1092,,7038,10331,102338,24902,50429,27007,9.06,43.76,282.02,413.98,997.86,2020.77,1082.22,511.07,121025,4849.67
NH,NEW HAMPSHIRE,FALSE,2006,2676,FALSE,FALSE,1314895,1785,13,295,,435,1042,26060,4395,20179,1486,0.99,22.44,33.08,79.25,334.25,1534.65,113.01,203.51,27845,2117.66
NJ,NEW JERSEY,FALSE,2006,25554,FALSE,FALSE,8724560,30550,427,1201,,13360,15562,198820,39384,134687,24749,4.89,13.77,153.13,178.37,451.42,1543.77,283.67,292.9,229370,2629.02
NM,NEW MEXICO,FALSE,2006,6639,FALSE,FALSE,1954599,12797,134,1073,,2095,9495,76000,20906,45864,9230,6.86,54.9,107.18,485.78,1069.58,2346.47,472.22,339.66,88797,4542.98
NY,NEW YORK,FALSE,2006,63538,FALSE,FALSE,19306183,84016,922,3168,,34459,45467,398577,68617,297827,32133,4.78,16.41,178.49,235.5,355.41,1542.65,166.44,329.11,482593,2499.68
